label,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21
A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,0.6351820230484009,0.4158669710159302,0.2459204494953155,0.2072521150112152,0.2691276669502258,0.3662651777267456,0.3822189569473266,0.3880518078804016,0.3853875398635864,0.5083168745040894,0.5226705074310303,0.5045685768127441,0.4917694628238678,0.6374313235282898,0.6542650461196899,0.6229082942008972,0.6157009601593018,0.767003059387207,0.7772153615951538,0.750983476638794,0.7411181926727295,0.7092300653457642,0.6969558000564575,0.4913952648639679,0.2702871561050415,0.1351839154958725,0.2962130904197693,0.1483046412467956,0.3326305150985718,0.3935640454292297,0.3073191046714782,0.2023798823356628,0.4253089725971222,0.4237146973609924,0.3254652023315429,0.2458838522434234,0.449193000793457,0.4489438831806183,0.3455158770084381,0.2814151644706726,0.4262468814849853,0.4485519826412201
A,0.6297611594200134,0.3828585743904114,0.162579745054245,0.1249700486660003,0.2046852707862854,0.3504206538200378,0.3637500405311584,0.362915962934494,0.3590131402015686,0.5348941087722778,0.5349745750427246,0.5170666575431824,0.5170335173606873,0.6931474208831787,0.7105292677879333,0.660820722579956,0.6578803062438965,0.8683179020881653,0.8575152158737183,0.8182717561721802,0.8076472878456116,0.8268677592277527,0.8112190961837769,0.5641414523124695,0.3105227649211883,0.1565679311752319,0.3348085880279541,0.1692652553319931,0.3644692003726959,0.4368971884250641,0.3401623070240021,0.1871470808982849,0.4593773186206817,0.5018817782402039,0.3742337524890899,0.2402046918869018,0.4900965094566345,0.5327969193458557,0.4133501350879669,0.3212472200393677,0.4930610656738281,0.5315684676170349
A,0.6755843162536621,0.4429840445518493,0.2105311751365661,0.1442505121231079,0.2321582436561584,0.3470180332660675,0.3725545108318329,0.3812593221664428,0.3777550458908081,0.5216140747070312,0.5428372025489807,0.5219167470932007,0.5092670321464539,0.682850182056427,0.7105182409286499,0.6696120500564575,0.6647753715515137,0.854297399520874,0.8599674701690674,0.8148037195205688,0.8037405610084534,0.8769471645355225,0.8417763710021973,0.5591800212860107,0.2743086814880371,0.1110473573207855,0.2847393751144409,0.1349867582321167,0.357780396938324,0.3986952602863312,0.2919800281524658,0.1570138335227966,0.4366446733474731,0.4169009923934936,0.3193697929382324,0.1946881413459777,0.4423736929893493,0.4470723569393158,0.3510507047176361,0.2604625523090362,0.437196671962738,0.4671667814254761
A,0.6534608602523804,0.4686073064804077,0.3067094683647156,0.2409461140632629,0.3047245144844055,0.3853549361228943,0.389815479516983,0.4095724821090698,0.4055536985397339,0.529353678226471,0.5392728447914124,0.5336510539054871,0.5147010684013367,0.6649668216705322,0.6769033074378967,0.6524386405944824,0.6364337801933289,0.7939117550849915,0.7942376732826233,0.7612537145614624,0.7538989782333374,0.8058193922042847,0.6963856220245361,0.4884556829929352,0.2708531618118286,0.1230819821357727,0.2810036540031433,0.1397768855094909,0.3334101438522339,0.355321317911148,0.2985316812992096,0.1922874897718429,0.4227680265903473,0.3778385519981384,0.3201656341552734,0.247995987534523,0.4437366127967834,0.4096926748752594,0.3404220342636108,0.2747895121574402,0.4079970121383667,0.4221446514129638
A,0.6821693181991577,0.4284673929214477,0.181207537651062,0.1269499659538269,0.2289689779281616,0.334258884191513,0.3526176810264587,0.3696919679641723,0.3779937028884887,0.5215747356414795,0.5367754697799683,0.5144856572151184,0.5097723603248596,0.68805992603302,0.7118478417396545,0.6652010679244995,0.6669657230377197,0.86876380443573,0.8656058311462402,0.8233230113983154,0.8194392323493958,0.8797237873077393,0.8698320388793945,0.5866268873214722,0.2953986227512359,0.1372046172618866,0.3156331777572632,0.1480486541986465,0.374595046043396,0.4213016629219055,0.3208563327789306,0.1747508496046066,0.4587981700897217,0.4520250260829925,0.3467092514038086,0.2146728932857513,0.4805122017860412,0.4888728260993957,0.3774484992027282,0.2860939502716064,0.4763939082622528,0.5100672841072083
A,0.6719253063201904,0.4354828894138336,0.2205377221107483,0.1450986862182617,0.2392358183860778,0.3494116961956024,0.3747447431087494,0.3835540413856506,0.379959762096405,0.5259234309196472,0.5495669841766357,0.5269960761070251,0.5131262540817261,0.6891785264015198,0.7157783508300781,0.6709471344947815,0.6617785692214966,0.859847366809845,0.863578200340271,0.8149020075798035,0.8055868148803711,0.9011821746826172,0.815514862537384,0.5390074253082275,0.2718257904052734,0.1118808984756469,0.2751995623111725,0.118959903717041,0.3545352220535278,0.3906890153884887,0.2906869053840637,0.1554354727268219,0.4354228079319,0.402553379535675,0.32326140999794,0.2053300589323043,0.4503431320190429,0.4345121383666992,0.3591663241386413,0.2672194838523865,0.4391572177410126,0.4613277316093445
A,0.6768225431442261,0.4331843256950378,0.2244438230991363,0.1559634804725647,0.2552747428417206,0.3518584966659546,0.3686785995960235,0.3811163306236267,0.3845379650592804,0.5267812013626099,0.5471518039703369,0.5212945938110352,0.5114145874977112,0.6914544105529785,0.7146800756454468,0.6639658808708191,0.6581724882125854,0.8612884283065796,0.8618068695068359,0.805342435836792,0.7967243790626526,0.9198621511459352,0.8254940509796143,0.5595763921737671,0.289560467004776,0.1284824907779693,0.274185299873352,0.117115169763565,0.355847418308258,0.3902877867221832,0.2898801565170288,0.1572251617908477,0.4389297068119049,0.4031011164188385,0.3244704902172088,0.2071229368448257,0.4553495049476623,0.4414512813091278,0.3687586784362793,0.2710162997245788,0.4443983733654022,0.4711469411849975
A,0.715822696685791,0.4456274509429931,0.2041330635547638,0.1221323013305664,0.2161779701709747,0.3379651308059692,0.3408979177474975,0.3687069118022918,0.3781481385231018,0.5182734131813049,0.5237128734588623,0.5202150344848633,0.5061449408531189,0.6946326494216919,0.7087243795394897,0.6817028522491455,0.671495795249939,0.8735021352767944,0.8679137229919434,0.8228374719619751,0.8068501949310303,0.8805785179138184,0.7968435287475586,0.5260726809501648,0.2484064847230911,0.0807699859142303,0.2564085721969604,0.0763620734214782,0.3098552227020263,0.3707886040210724,0.2507240772247314,0.1069048643112182,0.385141372680664,0.383423388004303,0.2692674100399017,0.1375170052051544,0.3911999762058258,0.4097443521022796,0.3053348958492279,0.2072754949331283,0.386393278837204,0.4295001327991485
A,0.7115728259086609,0.429061621427536,0.2107742130756378,0.1338971853256225,0.2157616317272186,0.339133083820343,0.3356668949127197,0.3603580594062805,0.3751471638679504,0.5155172944068909,0.5154728293418884,0.5061033368110657,0.5040391087532043,0.6863623857498169,0.694596529006958,0.6591959595680237,0.6581469774246216,0.8660753965377808,0.8553917407989502,0.8040046095848083,0.7963313460350037,0.9035803079605104,0.8062896728515625,0.546637773513794,0.2747786045074463,0.1006320714950561,0.277090847492218,0.0929700136184692,0.3261383175849914,0.3834496438503265,0.2735581994056701,0.1197991669178009,0.3966086506843567,0.3909023106098175,0.2945863902568817,0.1503222435712814,0.4079387187957763,0.4278751015663147,0.3335506618022918,0.2176785916090011,0.404990553855896,0.4562707543373108
